==============================================================================
==============================================================================
Time (ms),Original Ref (rad),Final Ref (rad),Angle (rad),TrialNum,TrialValue,U_Actual (V),Ball
1130,0.00000,0.00000,-0.01428,1,-1.00,-0.62192,502.00
1135,0.00000,0.00000,-0.02856,1,-1.00,-0.62003,682.00
1140,0.00000,0.00000,0.02856,1,-1.00,0.20507,99.00
1145,0.00000,0.00000,0.00000,1,-1.00,-0.56138,280.00
1150,0.00000,0.00000,-0.05712,1,-1.00,-0.75068,762.00
1155,0.00000,0.00000,0.01428,1,-1.00,0.15754,257.00
1160,0.00000,0.00000,0.00000,1,-1.00,-0.56058,123.00
1165,0.00000,0.00000,-0.04284,1,-1.00,-0.72585,693.00
1170,0.00000,0.00000,-0.01428,1,-1.00,-0.59993,537.00
1175,0.00000,0.00000,0.02856,1,-1.00,0.15687,37.00
1180,0.00000,0.00000,-0.04284,1,-1.00,-0.74957,505.00
1185,0.00000,0.00000,-0.02856,1,-1.00,-0.62576,689.00
1190,0.00000,0.00000,0.02856,1,-1.00,0.19509,93.00
1195,0.00000,0.00000,0.00000,1,-1.00,-0.55475,280.00
1200,0.00000,0.00000,-0.05712,1,-1.00,-0.73028,765.00
1205,0.00000,0.00000,0.02856,1,-1.00,0.24732,228.00
1210,0.00000,0.00000,0.00000,1,-1.00,-0.00035,120.00
1215,0.00000,0.00000,-0.05712,1,-1.00,-0.75931,696.00
1220,0.00000,0.00000,0.04284,1,-1.00,0.27687,511.00
1225,0.00000,0.00000,0.02856,1,-1.00,0.17674,32.00
1230,0.00000,0.00000,-0.04284,1,-1.00,-0.74353,509.00
1235,0.00000,0.00000,-0.04284,1,-1.00,-0.71468,687.00
1240,0.00000,0.00000,0.02856,1,-1.00,0.18705,88.00
1245,0.00000,0.00000,0.00000,1,-1.00,-0.58521,279.00
1250,0.00000,0.00000,-0.07140,1,-1.00,-0.84588,765.00
1255,0.00000,0.00000,0.02856,1,-1.00,0.19127,221.00
1260,0.00000,0.00000,0.00000,1,-1.00,-0.59049,120.00
1265,0.00000,0.00000,-0.05712,1,-1.00,-0.79825,695.00
1270,0.00000,0.00000,-0.02856,1,-1.00,-0.65363,531.00
1275,0.00000,0.00000,0.02856,1,-1.00,0.17614,28.00
1280,0.00000,0.00000,-0.04284,1,-1.00,-0.73688,540.00
1285,0.00000,0.00000,-0.02856,1,-1.00,-0.63138,678.00
1290,0.00000,0.00000,0.04284,1,-1.00,0.25904,84.00
1295,0.00000,0.00000,0.00000,1,-1.00,-0.56020,279.00
1300,0.00000,0.00000,-0.05712,1,-1.00,-0.75496,766.00
1305,0.00000,0.00000,0.02856,1,-1.00,0.22622,220.00
1310,0.00000,0.00000,0.00000,1,-1.00,-0.56968,119.00
1315,0.00000,0.00000,-0.04284,1,-1.00,-0.71141,698.00
1320,0.00000,0.00000,-0.01428,1,-1.00,-0.57500,528.00
1325,0.00000,0.00000,0.04284,1,-1.00,0.22007,25.00
1330,0.00000,0.00000,-0.04284,1,-1.00,-0.71984,514.00
1335,0.00000,0.00000,0.00000,1,-1.00,0.09867,683.00
1340,0.00000,0.00000,0.02856,1,-1.00,0.18260,79.00
1345,0.00000,0.00000,0.04284,1,-1.00,0.19213,251.00
1350,0.00000,0.00000,-0.04284,1,-1.00,-0.73251,766.00
1355,0.00000,0.00000,0.02856,1,-1.00,0.20392,214.00
1360,0.00000,0.00000,0.00000,1,-1.00,-0.58642,118.00
1365,0.00000,0.00000,-0.07140,1,-1.00,-0.83779,697.00
1370,0.00000,0.00000,-0.02856,1,-1.00,-0.63373,509.00
1375,0.00000,0.00000,0.04284,1,-1.00,0.24414,22.00
1380,0.00000,0.00000,-0.04284,1,-1.00,-0.73458,514.00
1385,0.00000,0.00000,-0.04284,1,-1.00,-0.67734,675.00
1390,0.00000,0.00000,0.04284,1,-1.00,0.27648,76.00
1395,0.00000,0.00000,0.02856,1,-1.00,0.19046,277.00
1400,0.00000,0.00000,-0.05712,1,-1.00,-0.73120,767.00
1405,0.00000,0.00000,0.02856,1,-1.00,0.24133,219.00
1410,0.00000,0.00000,0.01428,1,-1.00,0.12137,117.00
1415,0.00000,0.00000,-0.04284,1,-1.00,-0.70939,701.00
1420,0.00000,0.00000,-0.01428,1,-1.00,-0.57749,525.00
1425,0.00000,0.00000,0.01428,1,-1.00,0.12461,18.00
1430,0.00000,0.00000,-0.04284,1,-1.00,-0.73800,517.00
1435,0.00000,0.00000,-0.04284,1,-1.00,-0.68599,678.00
1440,0.00000,0.00000,0.02856,1,-1.00,0.19464,72.00
1445,0.00000,0.00000,0.04284,1,-1.00,0.23989,276.00
1450,0.00000,0.00000,-0.07140,1,-1.00,-0.82812,768.00
1455,0.00000,0.00000,0.02856,1,-1.00,0.22357,207.00
1460,0.00000,0.00000,-0.01428,1,-1.00,-0.63720,117.00
1465,0.00000,0.00000,-0.05712,1,-1.00,-0.80718,701.00
1470,0.00000,0.00000,-0.01428,1,-1.00,-0.61670,499.00
1475,0.00000,0.00000,0.04284,1,-1.00,0.19070,16.00
1480,0.00000,0.00000,-0.01428,1,-1.00,-0.66965,518.00
1485,0.00000,0.00000,-0.02856,1,-1.00,-0.64950,678.00
1490,0.00000,0.00000,0.04284,1,-1.00,0.26029,68.00
1495,0.00000,0.00000,0.00000,1,-1.00,-0.56435,277.00
1500,0.00000,0.00000,-0.05712,1,-1.00,-0.75010,768.00
1505,0.00000,0.00000,0.02856,1,-1.00,0.25066,201.00
1510,0.00000,0.00000,0.02856,1,-1.00,0.18242,117.00
1515,0.00000,0.00000,-0.05712,1,-1.00,-0.77256,701.00
1520,0.00000,0.00000,0.00000,1,-1.00,0.09471,517.00
1525,0.00000,0.00000,0.04284,1,-1.00,0.23033,14.00
1530,0.00000,0.00000,0.04284,1,-1.00,0.21495,515.00
1535,0.00000,0.00000,-0.02856,1,-1.00,-0.65822,667.00
1540,0.00000,0.00000,0.04284,1,-1.00,0.24861,65.00
1545,0.00000,0.00000,-0.01428,1,-1.00,-0.62672,277.00
1550,0.00000,0.00000,-0.08568,1,-1.00,-0.87465,770.00
1555,0.00000,0.00000,0.01428,1,-1.00,0.20379,195.00
1560,0.00000,0.00000,-0.07140,1,-1.00,-0.83623,193.00
1565,0.00000,0.00000,-0.09996,1,-1.00,-0.93154,1023.00
1570,0.00000,0.00000,0.04284,1,-1.00,0.27226,64.00
1575,0.00000,0.00000,0.04284,1,-1.00,0.24137,0.00
1580,0.00000,0.00000,-0.09996,1,-1.00,-0.96090,1023.00
1585,0.00000,0.00000,-0.04284,1,-1.00,-0.67591,673.00
1590,0.00000,0.00000,-0.02856,1,-1.00,-0.62023,357.00
1595,0.00000,0.00000,-0.05712,1,-1.00,-0.78351,801.00
1600,0.00000,0.00000,-0.09996,1,-1.00,-0.92882,896.00
1605,0.00000,0.00000,0.00000,1,-1.00,0.09851,360.00
1610,0.00000,0.00000,-0.08568,1,-1.00,-0.93326,692.00
1615,0.00000,0.00000,-0.05712,1,-1.00,-0.80701,886.00
1620,0.00000,0.00000,-0.04284,1,-1.00,-0.71578,627.00
1625,0.00000,0.00000,-0.05712,1,-1.00,-0.81841,635.00
1630,0.00000,0.00000,-0.05712,1,-1.00,-0.83265,811.00
1635,0.00000,0.00000,-0.02856,1,-1.00,-0.69167,639.00
1640,0.00000,0.00000,0.07140,1,-1.00,0.35161,633.00
1645,0.00000,0.00000,-0.05712,1,-1.00,-0.86101,775.00
1650,0.00000,0.00000,-0.04284,1,-1.00,-0.78837,711.00
1655,0.00000,0.00000,-0.02856,1,-1.00,-0.74056,530.00
1660,0.00000,0.00000,-0.05712,1,-1.00,-0.93640,752.00
1665,0.00000,0.00000,-0.05712,1,-1.00,-0.87520,699.00
1670,0.00000,0.00000,-0.02856,1,-1.00,-0.73643,601.00
1675,0.00000,0.00000,0.02856,1,-1.00,-0.00487,162.00
1680,0.00000,0.00000,-0.07140,1,-1.00,-0.86864,793.00
1685,0.00000,0.00000,-0.01428,1,-1.00,-0.55902,693.00
1690,0.00000,0.00000,-0.02856,1,-1.00,-0.68258,637.00
1695,0.00000,0.00000,-0.04284,1,-1.00,-0.76299,717.00
1700,0.00000,0.00000,-0.05712,1,-1.00,-0.79324,734.00
1705,0.00000,0.00000,-0.01428,1,-1.00,-0.61149,568.00
1710,0.00000,0.00000,-0.04284,1,-1.00,-0.76230,736.00
1715,0.00000,0.00000,-0.01428,1,-1.00,-0.57626,710.00
1720,0.00000,0.00000,-0.02856,1,-1.00,-0.64468,610.00
1725,0.00000,0.00000,-0.02856,1,-1.00,-0.64019,633.00
1730,0.00000,0.00000,-0.05712,1,-1.00,-0.74026,732.00
1735,0.00000,0.00000,-0.02856,1,-1.00,-0.60736,653.00
1740,0.00000,0.00000,-0.02856,1,-1.00,-0.61493,632.00
1745,0.00000,0.00000,-0.04284,1,-1.00,-0.69040,833.00
1750,0.00000,0.00000,-0.02856,1,-1.00,-0.56403,750.00
1755,0.00000,0.00000,0.00000,1,-1.00,0.10554,384.00
1760,0.00000,0.00000,-0.02856,1,-1.00,-0.68240,608.00
1765,0.00000,0.00000,-0.05712,1,-1.00,-0.81278,754.00
1770,0.00000,0.00000,-0.02856,1,-1.00,-0.70484,632.00
1775,0.00000,0.00000,-0.01428,1,-1.00,-0.66066,632.00
1780,0.00000,0.00000,-0.02856,1,-1.00,-0.71102,750.00
1785,0.00000,0.00000,-0.01428,1,-1.00,-0.59070,607.00
1790,0.00000,0.00000,-0.02856,1,-1.00,-0.69227,627.00
1795,0.00000,0.00000,-0.04284,1,-1.00,-0.74787,769.00
1800,0.00000,0.00000,-0.04284,1,-1.00,-0.74444,733.00
1805,0.00000,0.00000,0.02856,1,-1.00,0.15675,253.00
1810,0.00000,0.00000,-0.05712,1,-1.00,-0.82183,754.00
1815,0.00000,0.00000,-0.04284,1,-1.00,-0.73558,848.00
1820,0.00000,0.00000,-0.01428,1,-1.00,-0.62154,573.00
1825,0.00000,0.00000,0.00000,1,-1.00,-0.55039,508.00
1830,0.00000,0.00000,-0.05712,1,-1.00,-0.78118,817.00
1835,0.00000,0.00000,-0.02856,1,-1.00,-0.66186,617.00
1840,0.00000,0.00000,-0.01428,1,-1.00,-0.62636,642.00
1845,0.00000,0.00000,-0.04284,1,-1.00,-0.73380,792.00
1850,0.00000,0.00000,-0.04284,1,-1.00,-0.71718,702.00
1855,0.00000,0.00000,0.00000,1,-1.00,-0.00573,499.00
1860,0.00000,0.00000,-0.02856,1,-1.00,-0.66433,775.00
1865,0.00000,0.00000,-0.01428,1,-1.00,-0.58764,718.00
1870,0.00000,0.00000,0.00000,1,-1.00,0.00831,545.00
1875,0.00000,0.00000,-0.01428,1,-1.00,-0.61883,663.00
1880,0.00000,0.00000,-0.05712,1,-1.00,-0.78949,937.00
1885,0.00000,0.00000,-0.01428,1,-1.00,-0.60073,635.00
1890,0.00000,0.00000,-0.04284,1,-1.00,-0.72058,670.00
1895,0.00000,0.00000,-0.02856,1,-1.00,-0.66410,687.00
1900,0.00000,0.00000,-0.02856,1,-1.00,-0.66008,712.00
1905,0.00000,0.00000,0.01428,1,-1.00,0.11817,589.00
1910,0.00000,0.00000,-0.02856,1,-1.00,-0.69867,698.00
1915,0.00000,0.00000,-0.02856,1,-1.00,-0.64742,734.00
1920,0.00000,0.00000,-0.01428,1,-1.00,-0.61117,627.00
